종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"183300","코미코","KOSDAQ GLOBAL","우량기업부","113000","-400","-0.35","114600","115100","111500","53015","5982646950","1182057292000","10460684"
"041960","코미팜","KOSDAQ","벤처기업부","6200","-10","-0.16","6210","6280","6160","39496","244825135","455362100000","73445500"
"089890","코세스","KOSDAQ","우량기업부","28350","1550","5.78","27100","29700","27100","281093","7962297525","470183672700","16584962"
"360350","코셈","KOSDAQ","기술성장기업부","7620","-140","-1.80","7760","7760","7520","15241","115854585","43471871400","5704970"
"189350","코셋","KONEX","일반기업부","1297","-13","-0.99","1305","1305","1114","4","5013","6225600000","4800000"
"082660","코스나인","KOSDAQ","관리종목(소속부없음)","480","0","0.00","0","0","0","0","0","47827617120","99640869"
"192820","코스맥스","KOSPI",,"202500","-3000","-1.46","207500","208500","202000","34482","7019273000","2298275572500","11349509"
"044820","코스맥스비티아이","KOSPI",,"14480","-360","-2.43","14810","14820","14410","20290","294255285","139064776080","9603921"
"222040","코스맥스엔비티","KOSDAQ","중견기업부","3185","10","0.31","3175","3215","3130","20069","63262295","65700180000","20628000"
"241710","코스메카코리아","KOSDAQ","우량기업부","65100","-2500","-3.70","68000","68300","64800","70178","4600825050","695268000000","10680000"
"005070","코스모신소재","KOSPI",,"60100","-1100","-1.80","61200","61200","59600","485514","29254101500","1953896435600","32510756"
"005420","코스모화학","KOSPI",,"20750","-250","-1.19","20700","21000","20450","156573","3240353400","796970731000","38408228"
"355150","코스텍시스","KOSDAQ","벤처기업부","13610","400","3.03","13240","14150","13240","79921","1098298270","106121933500","7797350"
"169670","코스텍시스템","KONEX","일반기업부","6400","10","0.16","6400","6400","6390","240","1535700","18357766400","2868401"
"071950","코아스","KOSPI",,"3405","-90","-2.58","3500","3645","3405","49233","173582100","11204901600","3290720"
"166480","코아스템켐온","KOSDAQ","벤처기업부","1758","-54","-2.98","1777","1837","1707","457003","803259887","57786121008","32870376"
"045970","코아시아","KOSDAQ","중견기업부","6460","-100","-1.52","6650","6650","6440","222394","1448959080","169994098960","26314876"
"196450","코아시아씨엠","KOSDAQ","중견기업부","832","-28","-3.26","861","870","832","120616","101395706","37705892224","45319582"
"384470","코어라인소프트","KOSDAQ","기술성장기업부","4190","-85","-1.99","4275","4290","4180","54424","229009690","75196639480","17946692"
"002020","코오롱","KOSPI",,"45450","-550","-1.20","46000","46700","45300","75787","3476608025","573871061700","12626426"
"138490","코오롱ENP","KOSPI",,"8000","-50","-0.62","8100","8120","7980","39914","319516410","304000000000","38000000"
"003070","코오롱글로벌","KOSPI",,"9040","-90","-0.99","9190","9190","9010","9225","83566640","171151725520","18932713"
"003075","코오롱글로벌우","KOSPI",,"15940","0","0.00","16000","16000","15700","593","9438110","11807347780","740737"
"450140","코오롱모빌리티그룹","KOSPI",,"8940","-160","-1.76","9190","9250","8860","169034","1516432550","561228615000","62777250"
"45014K","코오롱모빌리티그룹우","KOSPI",,"39450","-1950","-4.71","41500","41950","39150","59207","2367965425","96893934000","2456120"
"102940","코오롱생명과학","KOSDAQ","중견기업부","31950","-750","-2.29","33400","33400","31750","25602","821222500","396927214650","12423387"
"002025","코오롱우","KOSPI",,"22650","-250","-1.09","23000","23000","22400","3109","70411500","24380233500","1076390"
"120110","코오롱인더","KOSPI",,"37050","0","0.00","37400","37450","36150","81007","3004418225","1019582321550","27519091"
"120115","코오롱인더우","KOSPI",,"23400","-50","-0.21","23450","23600","23250","1050","24588125","64767924000","2767860"
"950160","코오롱티슈진","KOSDAQ","외국기업(소속부없음)","44200","-1300","-2.86","46000","46150","44150","184331","8262330525","3678379913000","83221265"
"021240","코웨이","KOSPI",,"91600","-500","-0.54","93700","93700","90700","85513","7832391650","6586876582800","71909133"
"033290","코웰패션","KOSDAQ","중견기업부","2015","-10","-0.49","2040","2040","2005","29639","59570546","113154946515","56156301"
"056360","코위버","KOSDAQ","벤처기업부","6100","270","4.63","5970","6210","5930","357076","2177657800","59760480000","9796800"
"282880","코윈테크","KOSDAQ","우량기업부","17450","-320","-1.80","17790","18050","17400","162301","2855652190","200140506500","11469370"
"121850","코이즈","KOSDAQ","벤처기업부","615","-5","-0.81","620","620","612","76960","47346051","18827717625","30614175"
"448710","코츠테크놀로지","KOSDAQ","벤처기업부","17680","-250","-1.39","17930","18040","17660","39637","705393095","93007213520","5260589"
"126730","코칩","KOSDAQ","벤처기업부","14340","-350","-2.38","14660","14800","14320","51663","748618590","121939616400","8503460"
"015710","코콤","KOSDAQ","중견기업부","3785","0","0.00","3805","3805","3765","8930","33733205","66352942500","17530500"
"052330","코텍","KOSDAQ","우량기업부","8570","-10","-0.12","8580","8650","8560","5178","44450310","152216817730","17761589"
"322780","코퍼스코리아","KOSDAQ","중견기업부","1601","-13","-0.81","1615","1618","1570","325610","518253224","66062538497","41263297"
"036420","콘텐트리중앙","KOSPI",,"10050","-130","-1.28","10180","10200","9970","29938","300375675","193586195400","19262308"
"200130","콜마비앤에이치","KOSDAQ GLOBAL","우량기업부","14170","-130","-0.91","14350","14350","14050","35081","495752635","416818456860","29415558"
"024720","콜마홀딩스","KOSPI",,"11370","0","0.00","11420","11430","11220","103556","1171540315","389948464830","34296259"
"294570","쿠콘","KOSDAQ","우량기업부","37400","-150","-0.40","37700","37900","36950","39173","1469316200","377430776800","10091732"
"192400","쿠쿠홀딩스","KOSPI",,"28000","300","1.08","27850","28300","27350","14782","410830125","995741180000","35562185"
"284740","쿠쿠홈시스","KOSPI",,"23250","-800","-3.33","24000","24050","23200","33489","781847375","521667922500","22437330"
"317690","퀀타매트릭스","KOSDAQ","기술성장기업부","4350","-50","-1.14","4400","4420","4310","99340","430871792","85160041350","19577021"
"227100","퀀텀온","KOSDAQ","관리종목(소속부없음)","612","0","0.00","0","0","0","0","0","14770119384","24134182"
"432720","퀄리타스반도체","KOSDAQ","기술성장기업부","17370","-60","-0.34","17710","17770","17140","115504","2011843235","244788670440","14092612"
"456190","큐라켐","KONEX","일반기업부","7100","0","0.00","0","0","0","0","0","12455430600","1754286"
"365270","큐라클","KOSDAQ","기술성장기업부","5870","-430","-6.83","6300","6310","5740","230938","1367949055","123323739850","21009155"
"348080","큐라티스","KOSDAQ","투자주의환기종목(소속부없음)","916","-19","-2.03","935","957","914","149138","137474233","67658383424","73862864"
"060280","큐렉소","KOSDAQ","중견기업부","10580","-20","-0.19","10670","10680","10360","226709","2381944995","434732094200","41089990"
"372320","큐로셀","KOSDAQ","기술성장기업부","38150","-650","-1.68","38800","38800","37900","15901","606644850","550604224100","14432614"
"051780","큐로홀딩스","KOSDAQ","중견기업부","1447","-38","-2.56","1508","1525","1433","581489","852012265","33631528515","23242245"
"115180","큐리언트","KOSDAQ","벤처기업부","19020","440","2.37","18860","19570","18150","194807","3717586630","662172018240","34814512"
"445680","큐리옥스바이오시스템즈","KOSDAQ","기술성장기업부","67300","-100","-0.15","66700","68100","65800","114073","7652404350","1149890559300","17086041"
"182360","큐브엔터","KOSDAQ","우량기업부","14640","-120","-0.81","14780","14890","14540","15175","222295920","227649789360","15549849"
"405100","큐알티","KOSDAQ","우량기업부","16380","110","0.68","16280","16650","16270","43836","719348360","201298750380","12289301"
"066310","큐에스아이","KOSDAQ","벤처기업부","7530","290","4.01","7300","7720","7220","53404","401839760","69815306130","9271621"
"136660","큐엠씨","KONEX","일반기업부","1700","0","0.00","0","0","0","0","0","4013615000","2360950"
"016600","큐캐피탈","KOSDAQ","벤처기업부","259","0","0.00","260","260","258","245350","63435766","46166002008","178247112"
"355390","크라우드웍스","KOSDAQ","기술성장기업부","5630","440","8.48","5200","5850","5110","627228","3479998985","76585880880","13603176"
"264900","크라운제과","KOSPI",,"8970","-70","-0.77","9040","9050","8970","7657","68793500","112338934500","12523850"
"26490K","크라운제과우","KOSPI",,"9550","10","0.10","9640","9640","9540","452","4321940","7387498000","773560"
"005740","크라운해태홀딩스","KOSPI",,"6940","-110","-1.56","6990","7090","6910","24645","171556240","103040588180","14847347"
"005745","크라운해태홀딩스우","KOSPI",,"8200","-20","-0.24","8360","8360","8100","1028","8446450","4925953200","600726"
"259960","크래프톤","KOSPI",,"280000","-3000","-1.06","285500","286000","276500","67091","18789071500","13270279680000","47393856"
"096240","크레버스","KOSDAQ","우량기업부","12830","-20","-0.16","12840","12870","12730","19515","250118000","142902849400","11138180"
"040350","크레오에스지","KOSDAQ","투자주의환기종목(소속부없음)","300","0","0.00","304","320","292","440696","131725082","58561596600","195205322"
"215570","크로넥스","KONEX","일반기업부","844","-7","-0.82","725","844","725","3","2413","4285880108","5078057"
"110790","크리스에프앤씨","KOSDAQ","우량기업부","4310","35","0.82","4260","4390","4235","18910","82109770","100987437600","23430960"
"900250","크리스탈신소재","KOSDAQ","외국기업(소속부없음)","824","-10","-1.20","834","835","820","299889","247360910","107647363296","130640004"
"045520","크린앤사이언스","KOSDAQ","중견기업부","3755","-15","-0.40","3775","3775","3745","6466","24273735","24407500000","6500000"
"214150","클래시스","KOSDAQ GLOBAL","우량기업부","49000","-1600","-3.16","50800","50900","48700","344146","16902287650","3209777291000","65505659"
"466100","클로봇","KOSDAQ","기술성장기업부","39300","1300","3.42","38500","40150","38050","2114795","82532614450","973250312700","24764639"
"237880","클리오","KOSDAQ","우량기업부","14380","-170","-1.17","14560","14630","14310","45837","661417930","259866056140","18071353"
"139670","키네마스터","KOSDAQ","중견기업부","2045","-45","-2.15","2090","2090","2040","23246","47681941","28872966450","14118810"
"020120","키다리스튜디오","KOSPI",,"4010","-50","-1.23","4140","4140","4010","47510","191921220","148625701660","37063766"
"475430","키스트론","KOSDAQ","중견기업부","4860","15","0.31","4850","4870","4810","20869","100929915","86741814600","17848110"
"487720","키움제10호스팩","KOSDAQ","SPAC(소속부없음)","2080","-5","-0.24","2100","2100","2080","42","87480","8798400000","4230000"
"489480","키움제11호스팩","KOSDAQ","SPAC(소속부없음)","2065","0","0.00","2060","2070","2060","18","37135","13629000000","6600000"
"039490","키움증권","KOSPI",,"295500","-3000","-1.01","301000","306000","291000","80365","23760990250","7809380917500","26427685"
"054780","키이스트","KOSDAQ","중견기업부","4930","-100","-1.99","5050","5070","4900","65235","323724669","96370619490","19547793"
"256940","킵스파마","KOSDAQ","벤처기업부","8860","-220","-2.42","9150","9150","8850","51879","461759560","177892382420","20078147"
"336040","타스컴","KONEX","일반기업부","5000","400","8.70","4800","5000","4800","6","29000","23422670000","4684534"
"219130","타이거일렉","KOSDAQ","중견기업부","21850","-800","-3.53","22700","22700","21800","33353","741361650","137967236500","6314290"
"346010","타이드","KONEX","일반기업부","1200","0","0.00","0","0","0","0","0","5832074400","4860062"
"318660","타임기술","KONEX","일반기업부","2295","296","14.81","2295","2295","2295","1","2295","4939071795","2152101"
"476710","타조엔터테인먼트","KONEX","일반기업부","16000","0","0.00","0","0","0","0","0","16000000000","1000000"
"434190","탈로스","KONEX","일반기업부","4295","-95","-2.16","4350","4350","4295","11","47300","31651719030","7369434"
"336680","탑런토탈솔루션","KOSDAQ","중견기업부","4175","-25","-0.60","4230","4275","4170","76356","320242439","163432704650","39145558"
"360070","탑머티리얼","KOSDAQ","우량기업부","27000","-800","-2.88","27800","27800","26850","34748","947003125","219916161000","8145043"
"180060","탑선","KONEX","일반기업부","8890","-100","-1.11","9090","9090","8600","950","8338810","83100750740","9347666"
"065130","탑엔지니어링","KOSDAQ","중견기업부","3705","0","0.00","3695","3720","3650","20791","76399165","60504435810","16330482"
